,title,puNumber,show_start_date,type,film_studio,production_country,director,producer,age_restriction,refundable_support,nonrefundable_support,budget,financing_source,ratings,genres,MyScore
5979,Александр Калягин и Et Cetera,112001518,2018-07-02T12:00:00.000Z,Документальный,"ООО ""СТУДИЯ Н+Н""",Россия,О.Высоцкая,Н.Урвачева,«6+» - для детей старше 6 лет,,,,,,,7.0208015
5024,Огни притона,111006811,2011-10-20T12:00:00.000Z,Художественный,"ООО ""Ин Моушн""",Россия,А.Гордон,Е.Яцура,«16+» - для детей старше 16 лет,,,,,6.7,драма,5.82238
4200,Карантин,111003110,2010-03-23T12:00:00.000Z,Художественный,"ООО ""Зэт Джи фильм""",Россия,Е.Гроховская,"В.Поляков, И.Задорин",«12+» - для детей старше 12 лет,,,,,6.3,"ужасы,триллер,фантастика",6.178486
5234,Выбор киллера,221119211,2011-11-25T12:00:00.000Z,Художественный,"Чуз Филмз, Севен Флор",США,Маркус Грейвз,Джесси Сколаро,«18+» - запрещено для детей,,,,,4.8,"ужасы,триллер,драма",6.173295
5875,Конченая,121009718,2018-05-17T12:00:00.000Z, Художественный,"Бигл Паг Филмз, Хэссел Фри Продакшнз, Хайглэнд Филм Груп, ЛакиЧап Интертейнмент, Мицелэниос Интертейнмент, Протон Синема, РуИ Медиа, Суботика Интертейнмент",Великобритания - Гонконг - Венгрия - США - Ирландия,Вон Стайн,"Том Акерли, Дэвид Баррон, Джоуси МакНамара, Марго Робби, Эрианн Фрайзер, Теун Хилте, Молли Хэсселл",«18+» - запрещено для детей,,,,,5.8,"триллер,драма,криминал",5.5857506
6040,Убежище дьявола,121015018,2018-07-26T12:00:00.000Z, Художественный,"Би Эйч 5, Пургаторио, Собрас Интернэшнл Пикчерз",Мексика - Чили,Гильермо Амоедо,"Родриго Бело, Джакобо Назар, Виктор Хьюго Пуйоль, Родриго Трухильо",«16+» - для детей старше 16 лет,,,,,5.4,ужасы,6.3530426
5556,Не оставляй меня,121023617,2017-11-02T12:00:00.000Z, Художественный,"Центропа Интертейнмент, Дэт Данске Филминститут, Ти Ви 2 Денмарк",Дания,Биргитте Стэмозе,"Мария Гаде Деннес, Петер Ольбек Йенсен",«18+» - запрещено для детей,,,,,6.0,драма,7.523494
7466,Иван Царевич и Серый Волк 4,114005019,2019-12-20T12:00:00.000Z,Анимационный,"ООО ""Студия анимационного кино ""Мельница""",Россия,"Д.Шмидт, К.Феоктистов","С.Сельянов, А.Боярский",«6+» - для детей старше 6 лет,100000000.0,0.0,190000000.0,Фонд кино,6.7,"мультфильм,приключения,семейный",7.6937356
4999,Агент Джонни Инглиш: Перезагрузка,121015411,2011-09-01T12:00:00.000Z,Художественный,"Юниверсал Пикчерз, Студио Канал, Уоркинг Тайтл, Релативити Медиа",Великобритания - Израиль - Франция - Япония - США,Оливер Паркер,"Тим Биван, Крис Кларк, Эрик Феллнер",«12+» - для детей старше 12 лет,,,,,6.6,"комедия,боевик,приключения",5.8167734
1239,Ной,121003814,2014-03-06T12:00:00.000Z,Художественный,"Парамаунт, Протозой Пикчерз",США,Даррен Аронофски,"Даррен Аронофски, Скотт Франклин",«12+» - для детей старше 12 лет,,,,,6.6,"драма,приключения,фэнтези",6.0156126
2330,Перехват_,111019514,2014-12-01T12:00:00.000Z,Художественный,"Киностудия ""Мосфильм""",СССР,С.Тарасов,,«12+» - для детей старше 12 лет,,,,,7.0,боевик,7.7801924
3508,Остров лемуров: Мадагаскар 3D.,126004316,2016-08-11T12:00:00.000Z,Прочие,"Аймакс, Уорнер Бразерс",США - Канада,Дэвид Дуглас,Дрю Фелман,«0+» - для любой зрительской аудитории,,,,,7.9,"мультфильм,комедия,приключения",7.0919504
5143,4 ДНЯ В МАЕ,111008111,2011-11-10T12:00:00.000Z,Художественный,"ЗАО ""Студия ""Ф.А.Ф."", ООО ""Икс Фильме Криэйтив Пул"", ООО ""Аврора Продакшн""",Россия - Германия - Украина,А.фон Боррис,"А.Гуськов, Ш.Арндт",«16+» - для детей старше 16 лет,,,,,5.8,"драма,военный",7.519672
1475,Оторвы,121006514,2014-04-07T12:00:00.000Z,Художественный,"Проминент Пикчерз, Ворлдвью Интертейнмент, Индион Интертейнмент Групп, Роуд Хад  / Пут Эвэй Уэт Продакшнз ",США,Кристофер Нельсон,"Молли Коннерс, Хезер Рэй",«16+» - для детей старше 16 лет,,,,,3.5,"комедия,приключения",5.618828
5060,Впритык,221069211,2011-05-18T12:00:00.000Z,Художественный,"Уорнер Бразерс, Леджендари Пикчерз, Грин Хэт Филмз",США,Тодд Филлипс,"Дэн Годберг, Тодд Филлипс",«16+» - для детей старше 16 лет,,,,,7.2,комедия,6.323683
3134,Убей своих друзей,121024515,2015-12-09T12:00:00.000Z,Художественный,"Юнигрем, Ол Филм, Олтитьюд Филм Интертейнмент",Великобритания,Оуэн Харрис,"Лен Блаватник, Грегор Камерон, Уилл Кларк",«18+» - запрещено для детей,,,,,6.1,"триллер,комедия,криминал",6.1319733
1563,ПУТЕВКА В ЖИЗНЬ.,111003414,2014-03-28T12:00:00.000Z,Художественный,"АНО ""Творческая студия ""Стелла""",Россия,О.Галин,Ф.Попов,«12+» - для детей старше 12 лет,,,,,7.6,драма,6.5912795
6798,"Рагон, серия 1",111005019,2019-03-22T12:00:00.000Z, Художественный,Гапиенко Заур Александрович,Россия,З.Гапиенко,З.Гапиенко,«16+» - для детей старше 16 лет,,,,,,,6.623889
123,Деньги на двоих,121016905,2015-09-09T12:00:00.000Z,Художественный,"Юниверсал Пикчерз, Космик Интертейнмент, Морган Крик Продакшнз",США,Ди.Джи.Карузо,"Джей Коэн, Уэйн Моррис, Дэвид Си.Робинсон, Джеймс Джи.Робинсон",«16+» - для детей старше 16 лет,,,,,7.1,"драма,криминал,спорт",7.686069
3302,Плохой Санта 2. Перевод Гоблина,121031916,2016-11-29T12:00:00.000Z,Художественный,"Броад Грин Пикчерз, Инджиниэс Медиа, Мирамакс",США,Марк Уотерс,"Эндрю Ганн, Зэнн Дивайн, Гейер Косински",«18+» - запрещено для детей,,,,,,,5.3951755
7086,Книга жизни,111012019,2019-08-22T12:00:00.000Z, Художественный,"ООО ""ОКО-Фильм""",Россия,А.Соколюк,А.Морозов,«6+» - для детей старше 6 лет,,,,,7.5,"мультфильм,мюзикл,фэнтези",5.889221
2067,Хочешь или нет?,121028214,2014-12-04T12:00:00.000Z,Художественный,"Табо Табо Фильм, Арена Фильм, Синефранс 1888, ТФ1 Фильм Продюксьон, Энтр Шьен э Лу, Каса Кафка Пикчерз Муви Тэкс Шелтер Эмповеред би Белиус, Канал +, Оранж Синема, Д8, Иль де Франс, Ангоа Агикоа",Франция - Бельгия,Тони Маршал,"Тони Маршал, Бруно Песери, Диана Эльбаун",«16+» - для детей старше 16 лет,,,,,5.9,"мелодрама,комедия",7.7451243
5061,Гибрид 3D,121008111,2011-05-19T12:00:00.000Z,Художественный,Сталлион Медиа,США,Эрик Валетте,"Кевин ДеВольд, Оливер Хенгст, Элихзабет Ванг Ли",«16+» - для детей старше 16 лет,,,,,3.9,"ужасы,фантастика,триллер",7.3464093
2004,Тропы,121014814,2014-07-21T12:00:00.000Z,Художественный,Си-Сав Филмз,Австралия,Джон Кёрран,"Антония Барнард, Эйн Каннинг, Эмиль Шерман",«16+» - для детей старше 16 лет,,,,,7.0,"драма,биография",6.7930107
1165,Цунами 3D,121022912,2012-09-17T12:00:00.000Z,Художественный,"Пикчерз ин Парадиз, Медиа Девелопмен Ауторити, Скрин Аустралиа, Блекмагик Десен, Стори Брайд Филмз, Бейт Продакшнз ",Австралия,Кимбл Рендалл,Питер Барбер,«18+» - запрещено для детей,,,,,5.3,"ужасы,боевик,триллер",5.7602744
4968,Адмиралъ,111006511,2011-09-30T12:00:00.000Z,Художественный,"ООО ""Даго Ист Фильм Студия"" по заказу ЗАО ""Дирекция Кино""",Россия,А.Кравчук,"А.Максимов, Д.Файзиев",«16+» - для детей старше 16 лет,,,,,7.0,"драма,история",6.1918497
4480,Бибинур,111004310,2010-04-05T12:00:00.000Z,Художественный,"ООО ""Сабантуй""",Россия,Ю.Фетинг,С.Бухараева,«12+» - для детей старше 12 лет,,,,,7.8,драма,6.6139994
5227,38-я параллель,221059311,2011-04-27T12:00:00.000Z,Художественный,Кан Чжэ Гю Филм Компани,Республика Корея,Кан Чжэ Гю,Сем Хан Ли,«16+» - для детей старше 16 лет,,,,,7.9,"военный,боевик,драма",6.1785817
451,Лиссабонские тайны /По роману Камилу Каштелу Бранку/,121014112,2012-06-15T12:00:00.000Z,Художественный,"Клап Фильм, Альфама Фильм, И Сэ А, Радиотелевизао Портогюэса, Арт Франс, Камара Мунисипаль де Лисбоа, Кофинова Девелопман, Камара Мунисипаль де Ойрс, э де Синтра э де Вилла до Бишпо, Эгеак, Группо Нова Имаджен, Туризмо до Алгарв, Женезис Панавижн",Португалия - Франция,Рауль Руис,Паулу Бранку,«12+» - для детей старше 12 лет,,,,,6.3,"драма,мелодрама,детектив",7.8565907
3029,Ивановы,111008116,2016-04-27T12:00:00.000Z,Художественный,"ООО ""Кинокомпания МАРС-фильм"" по заказу ООО ""ММЕ""",Россия,А.Кириенко,Р.Дишдишян,«12+» - для детей старше 12 лет,,,,,7.5,комедия,6.0912304
1140,Невозможное,121000713,2013-01-23T12:00:00.000Z,Художественный,"Апачес Интертейнмент, Телекино Синема, Медиасет Испания, Канал+ Испания, Генералитет Валенсиана",Испания,Хуан Антонио Байона,"Белен Атьенца, Альваро Аугустин, Гислен Баруа",«16+» - для детей старше 16 лет,,,,,7.9,драма,5.478243
2414,Солнечный удар .,111010214,2014-09-25T12:00:00.000Z,Художественный,"АНО ""Золотой Орёл"", ООО ""Студия ""ТРИТЭ"" Никиты Михалкова""",Россия,Н.Михалков,"Н.Михалков, Л.Верещагин",«12+» - для детей старше 12 лет,,,,,5.8,драма,5.46668
1607,Соблазненные и брошенные,126002114,2014-05-27T12:00:00.000Z,Прочие,"Сэдюсед, Абандонед ",США,Джеймс Тобэк,"Алек Болдуин, Майкл Мейер",«16+» - для детей старше 16 лет,,,,,6.7,документальный,5.897998
2680,Год Белого Слона,111003915,2015-04-08T12:00:00.000Z,Художественный,"ООО ""Творческое объединение ЮГ""",Россия,Ю.Грымов,П.Поляков,«6+» - для детей старше 6 лет,,,,,79%,семейный,5.6739235
4378,Рапунцель: Запутанная история,124001910,2010-11-23T12:00:00.000Z,Анимационный,"Уолт Дисней Анимейшн Студиос, Уолт Дисней Пикчерз",США,"Натан Грино, Байрон Ховард",Рой Конли,«12+» - для детей старше 12 лет,,,,,7.9,"мультфильм,мюзикл,фэнтези",6.353899
1740,Паранормальное явление: Метка Дьявола,121030713,2013-11-27T12:00:00.000Z,Художественный,Парамаунт Пикчерз,США,Кристофер Б.Лэндон,Орен Пели,«16+» - для детей старше 16 лет,,,,,4.4,"ужасы,детектив",7.4965105
1690,Диана: История любви,121029113,2013-11-19T12:00:00.000Z,Художественный,"Экоссе Филмз, Лё Пакт, Филм И Васт, Филмгейт Филмз, Скоуп Пикчерз",Великобритания - Франция - Швеция - Бельгия,Оливер Хиршбигель,"Роберт Бернштейн, Дуглас Рэй, Уолтер Эйрс",«12+» - для детей старше 12 лет,,,,,6.6,"драма,мелодрама,биография",6.1676035
5524,Голем,121021417,2017-10-19T12:00:00.000Z, Художественный,"Намбер 9 Филмз, Ханвей Филмз",Великобритания,Хуан Карлос Медина,"Стивен Вулли, Элизабет Карлсен, Джоэнна Лори",«18+» - запрещено для детей,,,,,6.3,"детектив,криминал,триллер",6.7578
7146,Команда мечты,111013219,2019-08-20T12:00:00.000Z, Художественный,"ООО ""Продюсерский центр ""Молодежные инициативы""",Россия,"М.Зыков, Ф.Абрютин","Ф.Абрютин, Д.Якунин, О.Лахно",«6+» - для детей старше 6 лет,0.0,40000000.0,62415749.0,Министерство культуры,6.6,"комедия,спорт",5.4453726
2165,Заложник /По мотивам романа Роберта Крэйса/.,221008915,2015-04-01T12:00:00.000Z,Художественный,"Мирамакс, Хостадж Эл Эл Си, Стрэйтус Филм Компани, Чейни Энтерпрайзис, Экуити Пикчерз Медиенфонд ГмбХ",США - Германия,Флоран Сири,Хулио Фернандес,«12+» - для детей старше 12 лет,,,,,7.0,"боевик,триллер,драма",7.115458
3268,Ложные признания,121034216,2016-12-21T12:00:00.000Z,Художественный,"Арт Франс, Идеаль Аудиенс, Маха Продюксьон, Одеон Театр де ЛЕроп ",Франция,Люк Бонди,,«16+» - для детей старше 16 лет,,,,,5.4,"драма,комедия",5.0841146
1464,Вулкан страстей,121004414,2014-03-17T12:00:00.000Z,Художественный,"Куад Продюксьон, ТФ 1 Фильм Продюксьон, Скоуп Пикчерз, Марс Дистрибусьон, Ле Продюксьон дю Шими, Шаокорп Девелопмент, Канал +, Сине +, Ле Текс Шелтер дю Гувернеман Федераль де Бельжик, Просиреп  ",Франция,Александр Коффре,"Николя Дюваль-Адассовски, Ян Зеноу, Лорен Зэйтун",«16+» - для детей старше 16 лет,,,,,6.2,"комедия,приключения",5.0677795
5091,"Райд ""Сатурн"" из серии ""Космический парк 360""",126001811,2011-05-25T12:00:00.000Z,Прочие,Дом 3D,США,"Мэтью Маскери, Майкл Нарлок, Джейсон Хитон","Мэтью Маскери, Майкл Нарлок, Джейсон Хитон",«0+» - для любой зрительской аудитории,,,,,,,5.807076
1204,Пушистые против зубастых 3D,224024112,2012-11-07T12:00:00.000Z,Анимационный,"Анимейшн Пикче Компани, Диджиарт Продакшнз, Лотте Интертейнмент",Южная Корея - США,Кьюнг Хо Ли,"Марк а.З.Диппе, Алекс Дж.Йу, Джошуа Сон, Эш Р.Шах, Дэниэл Шуба",«6+» - для детей старше 6 лет,,,,,5.2,"мультфильм,приключения,семейный",6.781899
4621,Фрида /по книге Хэйден Херрера/,221152210,2010-12-17T12:00:00.000Z,Художественный,Мирамакс,США,Джули Тэймор,"Сара Грин, Сальма Хайек",«16+» - для детей старше 16 лет,,,,,7.9,"драма,мелодрама,биография",6.6234074
286,Скрытое,221061114,2014-12-10T12:00:00.000Z,Художественный,"Ле Фильм дю Лозан, Вега Филм, Бавариа Филм, Бэ И Эм Дистрибусьон, Франс 3 Синема, Арт Франс Синема, Еуроимаж, Сентр Националь дю Синема, Ле Студио Канал +",Франция - Австрия - Германия - Италия - США,Михаэль Ханеке,"Михаэль Андре, Реми Бура, Файт Хайдушка",«18+» - запрещено для детей,,,,,6.7,"триллер,драма,детектив",7.7232895
6176,Молодое вино,111015918,2018-09-01T12:00:00.000Z, Художественный,"ООО ""ХитФильм Продакшн""",Россия,П.Олевский,А.Шипулина,«18+» - запрещено для детей,,,,,5.5,драма,6.0651236
1825,Машина Джейн Мэнсфилд,221000614,2014-01-27T12:00:00.000Z,Художественный,"А Эр Филмз, Алдамиза Интертейнмент, Медиа Талент Груп",США - Россия,Билли Боб Торнтон,"Сергей Беспалов, Гейер Косински, Александр Роднянский",«18+» - запрещено для детей,,,,,6.5,драма,6.431573
4845,Двойной копец,221015611,2011-01-26T12:00:00.000Z,Художественный,"Уорнер Бразерс, Марк Платт Продакшнз",США,Кевин Смит,"Полли Джонсен, Марк Платт",«16+» - для детей старше 16 лет,,,,,6.0,"боевик,триллер,комедия",6.7140384
6272,Кулаков великого предела,112009218,2018-10-09T12:00:00.000Z,Документальный,"ООО ""Студия Грин Фильм""",Россия,В.Непевный,Е.Григорьев,«18+» - запрещено для детей,,,,,,,6.6892633
6267,Я - миллиардер,121021618,2018-11-13T12:00:00.000Z, Художественный,"Каттлеа, Эр А И Чинема",Италия,Даниэле Лукетти,"Марко Кименц, Джованни Стабилини, Риккардо Тоцци",«16+» - для детей старше 16 лет,,,,,5.8,комедия,7.668773
3738,Охотники за медом,126000317,2017-03-15T12:00:00.000Z,Прочие,Аркана Студио,Польша - Франция,Кристиан Матысек,Магдалена Поплавска,«12+» - для детей старше 12 лет,,,,,,,5.8826795
5056,Еще один год,121006811,2011-04-27T12:00:00.000Z,Художественный,"Филм4, Фокус Фьючерз Интернэшнл, Син Мэн Филмз, ЮКей Филм Кансил",Великобритания,Майкл Ли,Джорджина Лоу,«16+» - для детей старше 16 лет,,,,,7.1,"драма,комедия",7.947533
2826,Принцип Талиона,111019015,2015-11-12T12:00:00.000Z,Художественный,"ООО ""Горизонт Кино""",Россия,"Л.Трофимова, А.Курганская",В.Соколова,«16+» - для детей старше 16 лет,,,,,,,6.4182386
2595,Девушка без комплексов,221014916,2016-02-19T12:00:00.000Z,Художественный,"Апатоу Продакшнз, Юниверсал Пикчерз",США,Джудд Апатоу,"Джудд Апатоу, Бэрри Мендел",«18+» - запрещено для детей,,,,,5.7,"драма,мелодрама,комедия",6.442617
2743,Сборник российских короткометражных фильмов,111009515,2015-05-21T12:00:00.000Z,Художественный,"ООО ""Культбюро"", ИП Сафина К.Р., ООО ""Лук-фильм"", ИП Плетнев К.В., ООО ""Студия Метраном""",Россия,"К.Сафина, А.Першин, Г.Добрыгин, О.Михеева, К.Плетнев","К.Сафина, И.Золотухин, И.Толстунов, Е.Степанищева, Г.Добрыгин, А.Васильев и др.",«18+» - запрещено для детей,,,,,,,6.1625557
5553,Она,131000417,2017-11-30T12:00:00.000Z, Художественный,"Астана Филм Фонд, Астана Банки, Сатаифилм, Казахстан Компьютер Графикс ",Казахстан,Акан Сатаев,"Эрнар Курмашев, Алия Мендыгожина, Акан Сатаев",«16+» - для детей старше 16 лет,,,,,7.6,"мелодрама,фантастика,драма",5.7152042
5543,Афера доктора Нока,121022417,2017-11-09T12:00:00.000Z, Художественный,"Куриоса Филмз, Моана Филмз, Марс Филмз, Франс 2 Синема, Франс 3 Синема, Соло Фильм, Корокоро, Канал +, Франс Телевизьон, Национальный центр кинематографии",Франция - Бельгия,Лоррэйн Леви,"Оливье Дельбоск, Марк Миссонье",«16+» - для детей старше 16 лет,,,,,6.7,драма,4.1803904
4801,Паранормальное явление,221008711,2011-01-20T12:00:00.000Z,Художественный,"Уорнер Бразерс, Парамаунт Пикчерз, Бламхауз Продакшнз",США,Орен Пели,Джейсон Блум,«16+» - для детей старше 16 лет,,,,,6.5,"ужасы,триллер,детектив",5.6360598
6741,Счастливого нового дня смерти,121002419,2019-02-28T12:00:00.000Z, Художественный,"Блюмхаус Продакшнз, Диджитал Райот Медиа",США,Кристофер Лэндон,"Джон Балдеччи, Джейсон Блум",«18+» - запрещено для детей,,,,,6.2,"ужасы,фантастика,детектив",7.3041224
6909,Прощание,111007519,2019-05-01T12:00:00.000Z, Художественный,ИП Киселев Алексей Евгеньевич,Россия,М.Фомина,А.Киселев,«16+» - для детей старше 16 лет,,,,,7.2,драма,5.9356804
4563,Три дня на побег,121020910,2010-11-11T12:00:00.000Z,Художественный,"Лайнс Гейт, Фиделите Филмз, Некст Продакшнз",США,Пол Хаггис,"Евгения Грандваль, Оливье Дебоск, Пол Хаггис",«16+» - для детей старше 16 лет,,,,,7.7,"боевик,триллер,драма",7.0072746
2179,Волки / Wolves,121017614,2014-08-05T12:00:00.000Z,Художественный,Копперхед Интертейнмент,Франция - США,Дэвид Хэйтер,"Бенедикт Карвер, Сара Фрюдман, Стивен Хобан",«16+» - для детей старше 16 лет,,,,,4.6,"фэнтези,боевик,ужасы",5.641036
598,Искупление .,111001812,2012-02-28T12:00:00.000Z,Художественный,"ООО ""Продюсерская кинокомпания ""Киномир""",Россия,А.Прошкин,Т.Яковенко,«16+» - для детей старше 16 лет,,,,,8.0,"драма,мелодрама,детектив",7.3515954
4366,Пятый  элемент,221091710,2010-10-19T12:00:00.000Z,Художественный,Гомон,Франция,Люк Бессон,Патрис Леду,«12+» - для детей старше 12 лет,,,,,8.1,"фантастика,боевик,триллер",5.2040033
3282,Sex Doll / Влюбленные одиночки,121003217,2017-02-21T12:00:00.000Z,Художественный,"Ле Фильм дю Вейр, Бюро, Липсинк, Уайлд Банч, Резо Фильм, Кофинова 12, Канал +, Национальный центр кинематографии",Франция - Великобритания,Сильви Веред,"Бруно Бертеми, Соледад Гатти-Паскуаль, Бертран Фаврэ ",«18+» - запрещено для детей,,,,,5.3,триллер,6.6063447
822,Весенние надежды,221037713,2013-10-25T12:00:00.000Z,Художественный,"Эскэйп Артистс, Менеджмент 360, Мандэйт Пикчерз, Томкэтс Кэйтеринг, Джи Эйч Эс Продакшнз",США,Дэвид Фрэнкел,"Брайан Белл, Тодд Блэк, Гаймон Кеседи",«12+» - для детей старше 12 лет,,,,,6.6,"драма,мелодрама,комедия",7.397055
3385,О любви (2017),111018816,2016-12-28T12:00:00.000Z,Художественный,"ООО ""СТУДИЯ ""2-Б-2"" ИНТЕРТЭЙНМЕНТ""",Россия,В.Бортко,Н.Бортко,«16+» - для детей старше 16 лет,20000000.0,35000000.0,70086439.0,"Министерство культуры, Фонд кино",,,6.7986
3709,Спасти Пушкина,111002517,2017-04-13T12:00:00.000Z,Художественный,"ООО ""Каро Продакшн""",Россия,Ф.Коршунов при участии П.Мирзоева,"Ю.Обухов, А.Рязанцев ",«6+» - для детей старше 6 лет,0.0,40000000.0,65000000.0,Министерство культуры,2.9,"комедия,фантастика",5.8473597
2075,LIAF-2014. Программа Лондонского международного анимационного фестиваля,124000215,2015-01-27T12:00:00.000Z,Анимационный,"Свис Рэдио и Телевижн, Бенни Бокс, Сакреблё Продакшнз, Вивмен Ланди",Япония - Великобритания - Швейцария - Ирландия - Дания - Франция - Польша - Австралия - Канада  ,"Даэ Джонг, Томек Дуки, Поль Кабон, Нино Кристен, Грег Маклеод, Энди Мартин, Николас Менар, Жанетт Перльман, Мики Плиз, Руне и Эсбен Фискер, Масанобу Хираока, Алан Холли","Павел Бинчуки, Эвелина и Эугениуш Горджежик, Рон Дайенс, Кьяра Дини, Курбан Кассам, Нино Кристен, Жан-Франсуа Ле Корр, Сара Сагдан, Жан Стеббинс, Майкл Федер, Руне и Эсбен Фискер",«16+» - для детей старше 16 лет,,,,,,,5.975321
4743,Начало_,221126710,2010-11-22T12:00:00.000Z,Художественный,"Уорнер Бразерс, Лежендари Пикчерз, Синкопи",США - Великобритания,Кристофер Нолан,"Кристофер Нолан, Эмма Томас",«12+» - для детей старше 12 лет,,,,,8.7,"фантастика,боевик,триллер",7.446173
1214,За холмами,121026412,2012-10-23T12:00:00.000Z,Художественный,"Фонд Еуроимаж дю Консьель де Лероп, Ле Фильмдю Флев, Мандрагора Муви, Мобра Филмз, Романиан Националь Сентр фор Синематографи, Уалд Банч",Румыния - Франция - Бельгия,Кристиан Мунджиу,"Жан-Пьер Дарденн, Паскаль Кочето, Кристиан Мунджиу",«16+» - для детей старше 16 лет,,,,,6.9,драма,7.3217173
3943,Скелеты Железного острова,121002411,2011-02-21T12:00:00.000Z,Художественный,"Мадругада Филмз, Телесинко Синема, Роксбери Пикчерз, А Икс Эн, Уалд Банч, Узер Т-38",Испания,Гейб Ибаньес,"Альваро Агустин, Йесус де ла Вега",«16+» - для детей старше 16 лет,,,,,5.9,"триллер,драма,детектив",6.362653
5172,Как заняться любовью с женщиной,221063411,2011-05-05T12:00:00.000Z,Художественный,"Ай Лид Пикчерз, Хау Ту Продакшнз",США,Скотт Калвер,Шери Брайант,«18+» - запрещено для детей,,,,,5.1,комедия,6.3205853
3966,Бой без правил,221049310,2010-03-30T12:00:00.000Z,Художественный,"Юниверсал Пикчерз, Мишер Филмз, Рилейтивити Медиа, Рог Пикчерз",США,Дито Монтиель,Кевин Мишер,«16+» - для детей старше 16 лет,,,,,6.3,"драма,спорт,боевик",5.8237896
3259,Подражатель,121022116,2016-07-27T12:00:00.000Z,Художественный,"Электрик Интертейнмент, Трэшн Медиа, Электроник Дистрибьюшн",США,Ник Сандов,"Михаэль Гаспарро, Лиззи Настро, Винсент Пьяцца ",«18+» - запрещено для детей,,,,,,,6.2139425
328,Чистое небо,111022514,2014-12-01T12:00:00.000Z,Художественный,"Киностудия ""Мосфильм""",СССР,Г.Чухрай,,«12+» - для детей старше 12 лет,,,,,8.0,"драма,мелодрама,военный",7.546178
2782,Демоны Джун,121021315,2015-10-21T12:00:00.000Z,Художественный,"Рейвен Баннер Интертейнмент, Дэ Энджелес Филмз",США,Л.Густаво Купер,"Грегор Габсбург, Л.Густаво Купер, Майкл Пастц, Дуан А.Сайкс, Джеймс Флер, Жаклин Фриско, Эндрю Томас Хант",«16+» - для детей старше 16 лет,,,,,3.8,"ужасы,фэнтези",5.9192514
485,Рейд-,121008312,2012-03-29T12:00:00.000Z,Художественный,"Питер Мерентау Филмз, Икс УайтЗед Филмз",США-Индонезия,Гарет Эванс,"Арио Саганторо, Ранга Майя Барак-Эванс, Натаниель Болотин",«18+» - запрещено для детей,,,,,7.4,"боевик,криминал,триллер",6.169908
6456,"Анимационный фильм ""Динозавр Рики"", серия ""Ремонт""",114008318,2018-11-30T12:00:00.000Z,Анимационный,"ООО ""ДинозавРики продакшн""",Россия,Е.Чернова,"А.Колесник, И.Попов",«0+» - для любой зрительской аудитории,,,,,,,5.597122
3676,"Маша и Медведь. Серия ""Сюрприз! Сюрприз!""",124001717,2017-06-15T12:00:00.000Z,Анимационный,Анимаккорд Лтд,Республика Кипр,Георгий Орлов,"Олег Кузовков, Дмитрий Ловейко, Марина Ратина",«0+» - для любой зрительской аудитории,,,,,,,7.316578
4380,Басни И.А.Крылова,114000410,2010-03-04T12:00:00.000Z,Анимационный,"ООО ""Студия анимационного кино ""Мельница""",Россия,И.Соловьев,"А.Боярский, С.Сельянов",«0+» - для любой зрительской аудитории,,,,,7.1,"мультфильм,короткометражка",6.889634
3640,Районы,131000117,2017-02-09T12:00:00.000Z,Художественный,"Астана Филм Фонд, Сатаифилм",Республика Казахстан,Акан Сатаев,"Эрнар курмашев, Акан Сатаев",«18+» - запрещено для детей,,,,,6.9,"драма,криминал",6.481678
6032,Облепиховое лето,111011618,2018-08-01T12:00:00.000Z, Художественный,"ООО ""Кино-Арт"", АО ""ТПО ""СДФ""",Россия,В.Алфёров,"А.Тельнов, Е.Григорьев, В.Харьков",«12+» - для детей старше 12 лет,0.0,25000000.0,37878787.0,Министерство культуры,6.3,"биография,драма",6.412777
1242,"Конгресс /По произведению Станислава Лема ""Футорологический конгресс""/",124000714,2014-03-07T12:00:00.000Z,Анимационный,"Бриджит Фольман Фильм Ганг, Пандора Филмпродуцион, Опус Фильм, Пол Тилгес Дистрибусьон, Энтр Шьен э Лу, Ливерпул ",Израиль - Германия - Польша - Бельгия - Франция - Люксембург,Ари Фольман,"Луиза Вест, Мария Сесилия Гаде, Петер Ольбек Йенсен",«12+» - для детей старше 12 лет,,,,,6.7,"фантастика,мультфильм,драма",7.1435513
6031,"Анимационный фильм ""Пинкод. Гуманитарные технологии"", серии ""Бортовой дневник 4"", ""Игры с памятью""",114003218,2018-07-20T12:00:00.000Z,Анимационный,"ООО ""Смешарики""",Россия,"А.Горбунов, Д.Сулейманов",И.Попов,«0+» - для любой зрительской аудитории,,,,,,,5.8870296
4789,Только одна женщина,111005810,2010-06-04T12:00:00.000Z,Художественный,"ООО ""МАРС""",Россия,С.Амбросова,В.Мартенс,«16+» - для детей старше 16 лет,,,,,,,6.8600717
3611,Прочь,121007117,2017-04-13T12:00:00.000Z,Художественный,"Блюмхауз Продакшнз, Кью Си Интертейнмент",США,Джордан Пил,"Джейсон Блум, Марси А.Браун, Жанетт Брилл",«18+» - запрещено для детей,,,,,7.1,"триллер,ужасы,детектив",6.622053
5649,Полуночный человек,121026917,2017-12-14T12:00:00.000Z, Художественный,"Бридж Файнэнс Компани, Скоти Вуп Элит, Миднайт Продакшн",США - Канада,Трэвис Заривны,"Фрэнки Линдквист, Кассиан Элвис",«18+» - запрещено для детей,,,,,4.8,ужасы,6.6293197
